Course Number,Fee,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$100.00,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE198,$47.95,
KINE199,$58.43,
KINE199,$60.00,
KINE199,$60.00,
KINE199,$60.00,
KINE199,$60.00,
KINE199,$60.00,
KINE199,$60.00,
KINE199,$50.00,
KINE199,$50.00,
KINE199,$50.00,
KINE199,$50.00,
KINE199,$460.00,
KINE199,$42.00,
KINE199,$83.00,
KINE199,$65.00,
KINE201,$75.00,
KINE213,$75.00,
KINE213,$200.00,
KINE214,$200.00,
KINE214,$45.00,
KINE214,$200.00,
KINE215,$75.00,
KINE230,$75.00,
KINE230,$125.00,
KINE240,$75.00,
KINE240,$75.00,
KINE240,$200.00,
KINE240,$75.00,
KINE240,$75.00,
KINE240,$75.00,
KINE240,$75.00,
KINE240,$75.00,
KINE240,$200.00,
KINE260,$75.00,
KINE271,$75.00,
KINE285,$0.00,
KINE285,$100.00,
KINE285,$75.00,
KINE285,$75.00,
KINE289,$45.00,
KINE291,$75.00,
KINE300,$75.00,
KINE302,$75.00,
KINE304,$35.00,
KINE304,$200.00,
KINE304,$35.00,
KINE304,$200.00,
KINE304,$35.00,
KINE304,$200.00,
KINE304,$200.00,
KINE305,$75.00,
KINE306,$75.00,
KINE307,$75.00,
KINE307,$200.00,
KINE307,$200.00,
KINE308,$75.00,
KINE308,$150.00,
KINE310,$45.00,
KINE311,$75.00,
KINE312,$75.00,
KINE314,$75.00,
KINE317,$75.00,
KINE318,$75.00,
KINE319,$45.00,
KINE319,$200.00,
KINE319,$45.00,
KINE319,$200.00,
KINE319,$45.00,
KINE319,$200.00,
KINE319,$200.00,
KINE320,$75.00,
KINE321,$75.00,
KINE326,$75.00,
KINE351,$75.00,
KINE355,$75.00,
KINE361,$75.00,
KINE372,$75.00,
KINE403,$75.00,
KINE406,$75.00,
KINE408,$75.00,
KINE409,$75.00,
KINE425,$75.00,
KINE426,$175.00,
KINE427,$150.00,
KINE429,$100.00,
KINE430,$50.00,
KINE431,$75.00,
KINE433,$75.00,
KINE433,$200.00,
KINE434,$75.00,
KINE439,$175.00,
KINE462,$75.00,
KINE473,$75.00,
KINE482,$75.00,
KINE483,$175.00,
KINE484,$150.00,
KINE485,$0.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$100.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE485,$75.00,
KINE489,$75.00,
KINE491,$75.00,
KINE601,$75.00,
KINE606,$75.00,
KINE622,$75.00,
KINE624,$75.00,
KINE625,$45.00,
KINE626,$100.00,
KINE627,$150.00,
KINE628,$75.00,
KINE629,$75.00,
KINE637,$75.00,
KINE638,$75.00,
KINE639,$150.00,
KINE640,$45.00,
KINE641,$50.00,
KINE642,$75.00,
KINE646,$75.00,
KINE647,$150.00,
KINE648,$150.00,
KINE649,$75.00,
KINE650,$45.00,
KINE681,$100.00,
KINE682,$75.00,
KINE683,$150.00,
KINE684,$100.00,
KINE684,$144.00,
KINE684,$144.00,
KINE685,$75.00,
KINE689,$0.00,
KINE689,$144.00,
KINE689,$144.00,
KINE689,$200.00,
KINE689,$50.00,
KINE689,$200.00,
KINE689,$200.00,
KINE689,$200.00,
KINE689,$50.00,
KINE689,$200.00,
KINE689,$50.00,
KINE689,$200.00,
KINE689,$50.00,
KINE689,$200.00,
KINE689,$50.00,
KINE690,$75.00,
KINE691,$75.00,
KINE692,$75.00,
KNFB315,$75.00,
KNFB322,$75.00,
KNFB323,$75.00,
KNFB324,$75.00,
KNFB325,$75.00,
KNFB416,$75.00,
KNFB450,$150.00,
ODED606,$75.00,
ODED608,$75.00,
SAED201,$45.00,
SAED301,$45.00,
SAED427,$45.00,
SAED428,$45.00,
SAED485,$50.00,
SAED608,$45.00,
SAED685,$50.00,
SAED691,$75.00,
SAED692,$75.00,
SPMT217,$45.00,
SPMT217,$200.00,
SPMT217,$45.00,
SPMT217,$200.00,
SPMT217,$200.00,
SPMT217,$45.00,
SPMT217,$45.00,
SPMT217,$45.00,
SPMT217,$200.00,
SPMT217,$200.00,
SPMT285,$45.00,
SPMT289,$45.00,
SPMT291,$75.00,
SPMT333,$45.00,
SPMT334,$75.00,
SPMT334,$200.00,
SPMT334,$200.00,
SPMT334,$200.00,
SPMT334,$200.00,
SPMT336,$45.00,
SPMT336,$200.00,
SPMT336,$45.00,
SPMT336,$200.00,
SPMT336,$45.00,
SPMT336,$200.00,
SPMT336,$200.00,
SPMT337,$200.00,
SPMT337,$45.00,
SPMT337,$45.00,
SPMT337,$200.00,
SPMT337,$200.00,
SPMT340,$75.00,
SPMT340,$200.00,
SPMT340,$200.00,
SPMT340,$200.00,
SPMT340,$200.00,
SPMT402,$75.00,
SPMT420,$45.00,
SPMT421,$45.00,
SPMT422,$45.00,
SPMT423,$45.00,
SPMT482,$0.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT482,$75.00,
SPMT483,$75.00,
SPMT484,$125.00,
SPMT485,$75.00,
SPMT489,$45.00,
SPMT489,$200.00,
SPMT489,$45.00,
SPMT489,$200.00,
SPMT491,$75.00,
SPMT601,$45.00,
SPMT610,$45.00,
SPMT611,$45.00,
SPMT612,$45.00,
SPMT613,$45.00,
SPMT615,$45.00,
SPMT623,$45.00,
SPMT655,$45.00,
SPMT681,$75.00,
SPMT682,$0.00,
SPMT682,$75.00,
SPMT682,$75.00,
SPMT682,$75.00,
SPMT682,$75.00,
SPMT682,$75.00,
SPMT682,$75.00,
SPMT682,$75.00,
SPMT683,$130.00,
SPMT684,$75.00,
SPMT685,$50.00,
SPMT689,$75.00,
SPMT690,$50.00,
SPMT691,$75.00,
ECFB430,$65.00,
ECFB430,$137.00,
ECFB430,$137.00,
ECFB440,$75.00,
ECFB497,$75.00,
ECFB497,$125.00,
ECHE244,$45.00,
ECHE321,$75.00,
ECHE321,$125.00,
ECHE331,$75.00,
ECHE331,$125.00,
ECHE332,$75.00,
ECHE332,$125.00,
ECHE342,$65.00,
EDCI285,$45.00,
EDCI289,$45.00,
EDCI364,$75.00,
EDCI364,$137.00,
EDCI364,$137.00,
EDCI364,$125.00,
EDCI364,$125.00,
EDCI365,$85.00,
EDCI365,$137.00,
EDCI365,$137.00,
EDCI365,$0.00,
EDCI365,$0.00,
EDCI365,$125.00,
EDCI365,$125.00,
EDCI365,$125.00,
EDCI365,$125.00,
EDCI365,$125.00,
EDCI453,$85.00,
EDCI453,$137.00,
EDCI453,$137.00,
EDCI453,$0.00,
EDCI453,$0.00,
EDCI453,$125.00,
EDCI453,$125.00,
EDCI453,$125.00,
EDCI453,$125.00,
EDCI453,$125.00,
EDCI454,$75.00,
EDCI454,$137.00,
EDCI454,$137.00,
EDCI454,$0.00,
EDCI454,$0.00,
EDCI454,$125.00,
EDCI454,$125.00,
EDCI454,$125.00,
EDCI454,$125.00,
EDCI454,$125.00,
EDCI455,$75.00,
EDCI455,$137.00,
EDCI455,$137.00,
EDCI455,$125.00,
EDCI455,$125.00,
EDCI469,$50.00,
EDCI485,$75.00,
EDCI485,$137.00,
EDCI485,$137.00,
EDCI489,$75.00,
EDCI489,$137.00,
EDCI489,$137.00,
EDCI489,$0.00,
EDCI489,$125.00,
EDCI489,$125.00,
EDCI489,$125.00,
EDCI489,$125.00,
EDCI601,$75.00,
EDCI601,$137.00,
EDCI601,$137.00,
EDCI602,$85.00,
EDCI602,$137.00,
EDCI602,$137.00,
EDCI603,$75.00,
EDCI603,$137.00,
EDCI603,$137.00,
EDCI604,$137.00,
EDCI604,$137.00,
EDCI605,$75.00,
EDCI607,$75.00,
EDCI607,$137.00,
EDCI607,$137.00,
EDCI610,$75.00,
EDCI610,$137.00,
EDCI610,$137.00,
EDCI611,$75.00,
EDCI611,$137.00,
EDCI611,$137.00,
EDCI612,$75.00,
EDCI612,$137.00,
EDCI612,$137.00,
EDCI613,$75.00,
EDCI613,$137.00,
EDCI613,$137.00,
EDCI614,$75.00,
EDCI614,$137.00,
EDCI614,$137.00,
EDCI615,$75.00,
EDCI615,$137.00,
EDCI615,$137.00,
EDCI616,$75.00,
EDCI616,$137.00,
EDCI616,$137.00,
EDCI617,$75.00,
EDCI617,$137.00,
EDCI617,$137.00,
EDCI619,$75.00,
EDCI619,$137.00,
EDCI619,$137.00,
EDCI621,$75.00,
EDCI621,$137.00,
EDCI621,$137.00,
EDCI622,$75.00,
EDCI622,$137.00,
EDCI622,$137.00,
EDCI623,$75.00,
EDCI623,$137.00,
EDCI623,$137.00,
EDCI624,$75.00,
EDCI624,$137.00,
EDCI624,$137.00,
EDCI625,$75.00,
EDCI625,$137.00,
EDCI625,$137.00,
EDCI627,$75.00,
EDCI627,$137.00,
EDCI627,$137.00,
EDCI628,$75.00,
EDCI628,$137.00,
EDCI628,$137.00,
EDCI629,$75.00,
EDCI630,$75.00,
EDCI631,$75.00,
EDCI631,$137.00,
EDCI631,$137.00,
EDCI632,$75.00,
EDCI633,$75.00,
EDCI633,$137.00,
EDCI633,$137.00,
EDCI634,$75.00,
EDCI634,$137.00,
EDCI634,$137.00,
EDCI635,$50.00,
EDCI635,$137.00,
EDCI635,$137.00,
EDCI636,$75.00,
EDCI636,$137.00,
EDCI636,$137.00,
EDCI637,$75.00,
EDCI638,$75.00,
EDCI638,$137.00,
EDCI638,$137.00,
EDCI640,$75.00,
EDCI640,$137.00,
EDCI640,$137.00,
EDCI641,$75.00,
EDCI642,$75.00,
EDCI642,$137.00,
EDCI642,$137.00,
EDCI643,$75.00,
EDCI643,$137.00,
EDCI643,$137.00,
EDCI644,$75.00,
EDCI644,$137.00,
EDCI644,$137.00,
EDCI645,$75.00,
EDCI645,$137.00,
EDCI645,$137.00,
EDCI646,$75.00,
EDCI646,$137.00,
EDCI646,$137.00,
EDCI647,$75.00,
EDCI647,$137.00,
EDCI647,$137.00,
EDCI648,$75.00,
EDCI650,$75.00,
EDCI650,$137.00,
EDCI650,$137.00,
EDCI651,$75.00,
EDCI651,$137.00,
EDCI651,$137.00,
EDCI652,$75.00,
EDCI652,$137.00,
EDCI652,$137.00,
EDCI653,$75.00,
EDCI654,$75.00,
EDCI655,$75.00,
EDCI655,$137.00,
EDCI655,$137.00,
EDCI656,$75.00,
EDCI658,$75.00,
EDCI658,$137.00,
EDCI658,$137.00,
EDCI659,$50.00,
EDCI659,$137.00,
EDCI659,$137.00,
EDCI660,$75.00,
EDCI661,$75.00,
EDCI661,$137.00,
EDCI661,$137.00,
EDCI662,$75.00,
EDCI662,$137.00,
EDCI662,$137.00,
EDCI663,$75.00,
EDCI663,$137.00,
EDCI663,$137.00,
EDCI664,$75.00,
EDCI664,$137.00,
EDCI664,$137.00,
EDCI665,$75.00,
EDCI665,$137.00,
EDCI665,$137.00,
EDCI666,$75.00,
EDCI666,$137.00,
EDCI666,$137.00,
EDCI667,$75.00,
EDCI667,$137.00,
EDCI667,$137.00,
EDCI668,$75.00,
EDCI669,$75.00,
EDCI670,$75.00,
EDCI670,$137.00,
EDCI670,$137.00,
EDCI671,$75.00,
EDCI672,$75.00,
EDCI672,$137.00,
EDCI672,$137.00,
EDCI673,$75.00,
EDCI673,$137.00,
EDCI673,$137.00,
EDCI675,$75.00,
EDCI675,$137.00,
EDCI675,$137.00,
EDCI676,$137.00,
EDCI676,$137.00,
EDCI677,$75.00,
EDCI677,$137.00,
EDCI677,$137.00,
EDCI678,$137.00,
EDCI678,$137.00,
EDCI680,$75.00,
EDCI681,$137.00,
EDCI681,$137.00,
EDCI682,$137.00,
EDCI682,$137.00,
EDCI682,$75.00,
EDCI682,$75.00,
EDCI682,$75.00,
EDCI683,$50.00,
EDCI683,$137.00,
EDCI683,$137.00,
EDCI684,$75.00,
EDCI684,$137.00,
EDCI684,$137.00,
EDCI685,$100.00,
EDCI685,$137.00,
EDCI685,$137.00,
EDCI686,$75.00,
EDCI687,$75.00,
EDCI688,$75.00,
EDCI689,$100.00,
EDCI689,$137.00,
EDCI689,$137.00,
EDCI690,$75.00,
EDCI690,$137.00,
EDCI690,$137.00,
EDCI691,$75.00,
EDCI692,$75.00,
INST322,$85.00,
INST322,$137.00,
INST322,$137.00,
INST322,$0.00,
INST322,$125.00,
INST322,$125.00,
INST322,$125.00,
INST322,$125.00,
INST322,$125.00,
INST332,$137.00,
INST332,$137.00,
INST332,$75.00,
INST332,$75.00,
INST332,$75.00,
INST332,$75.00,
INST332,$75.00,
INST332,$75.00,
INST332,$75.00,
INST332,$75.00,
INST332,$125.00,
INST332,$125.00,
INST334,$137.00,
INST334,$137.00,
INST334,$75.00,
INST334,$75.00,
INST334,$75.00,
INST334,$75.00,
INST334,$75.00,
INST334,$75.00,
INST334,$75.00,
INST334,$75.00,
INST334,$125.00,
INST334,$125.00,
INST462,$85.00,
INST462,$137.00,
INST462,$137.00,
INST462,$0.00,
INST462,$0.00,
INST462,$125.00,
INST462,$125.00,
INST462,$125.00,
INST462,$125.00,
INST462,$125.00,
INST463,$85.00,
INST463,$137.00,
INST463,$137.00,
INST463,$0.00,
INST463,$0.00,
INST463,$125.00,
INST463,$125.00,
INST463,$125.00,
INST463,$125.00,
INST463,$125.00,
MASC351,$75.00,
MASC351,$137.00,
MASC351,$137.00,
MASC351,$125.00,
MASC371,$75.00,
MASC371,$137.00,
MASC371,$137.00,
MASC450,$75.00,
MASC450,$137.00,
MASC450,$137.00,
MASC450,$125.00,
MASC475,$75.00,
MASC475,$137.00,
MASC475,$137.00,
MEFB351,$75.00,
MEFB351,$137.00,
MEFB351,$137.00,
MEFB351,$125.00,
MEFB352,$75.00,
MEFB352,$137.00,
MEFB352,$137.00,
MEFB352,$125.00,
MEFB450,$75.00,
MEFB450,$137.00,
MEFB450,$137.00,
MEFB450,$125.00,
MEFB460,$75.00,
MEFB460,$137.00,
MEFB460,$137.00,
MEFB460,$125.00,
MEFB470,$75.00,
MEFB470,$137.00,
MEFB470,$137.00,
MEFB470,$125.00,
MEFB480,$50.00,
MEFB490,$75.00,
MEFB490,$137.00,
MEFB490,$137.00,
MEFB490,$125.00,
MEFB497,$75.00,
MEFB497,$137.00,
